data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
9506766,170,COL17680,17680,24 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Caqueta,Cartagena del Chaira,,Cartagena Del Chaira,1.3351,-74.8472,2,UNOCHA,Other,"Around 24 September 2022 (as reported), in the rural area of Cartagena del Chaira municipality (Caqueta), a man was shot and killed and his body was found. There is no information about the motive of the attack but there is presence of armed groups in the area, according to the source. 1 fatality.",1,1664823226,COL
9506349,170,COL17678,17678,23 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Farmers (Colombia),7,37,South America,Colombia,Antioquia,Apartado,,San Jose De Apartado,7.8838,-76.5624,2,UNOCHA; El Colombiano,Other-Subnational,"Around 23 September 2022 (as reported), near San Jose de Apartado corregimiento (Antioquia), a farmer was shot and killed and his body was found near the police station. Members of the community said that the victim was killed by a paramilitary group. The motive of the attack is unknown but the area is known for the presence of armed groups. 1 fatality.",1,1664823225,COL
9506743,170,COL17679,17679,23 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Farmers (Colombia),7,37,South America,Colombia,Cauca,Balboa,,Balboa,2.0405,-77.2159,1,UNOCHA,Other,"On 23 September 2022, in Balboa (Cauca), two unidentified armed individuals shot and killed a farmer in the Santander neighborhood. The motives of the attack are unknown but the area is known for the presence of armed groups. 1 fatality.",1,1664823226,COL
9506745,170,COL17652,17652,23 September 2022,2022,2,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),UN: United Nations,7,37,South America,Colombia,Cauca,Guapi,,Guapi,2.5729,-77.888,2,UNOCHA,Other,"Around 23 September 2022 (as reported), between Guapi and Timbiqui municipalities (coded to Guapi, Cauca), members of an unidentified armed group abducted two members of United Nations staff and questioned them for four hours before releasing them.",0,1664823226,COL
9506749,170,COL17677,17677,22 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Antioquia,Taraza,,Taraza,7.5801,-75.4014,2,UNOCHA,Other,"Around 22 September 2022 (as reported), in the rural area of Taraza municipality (Antioquia), a man was shot and killed and his body was found in the Tamir vereda. There is no information about the motive of the attack but the area is known for the presence of armed groups. 1 fatality.",1,1664823226,COL
9498460,170,COL17615,17615,21 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Farmers (Colombia); Unidentified Communal Group (Colombia); JAC: Council of Communal Action,7,37,South America,Colombia,Magdalena,Cienaga,,Palmor,10.7696,-74.024,2,INDEPAZ; El Heraldo (Colombia),Other-National,"On 21 September 2022, in the rural area of Palmor corregimiento (Magdalena), a farmer social leader, who was also a member of the Council of Communal Action (JAC) of Palmor de la Sierra, was shot dead by five hooded unidentified perpetrators in his farm in the Nueva America vereda. The motive is unknown but there is presence of several armed groups in the area, according to the source. 1 fatality.",1,1664226314,COL
9506740,170,COL17676,17676,21 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Farmers (Colombia); Labour Group (Colombia),7,37,South America,Colombia,Norte de Santander,Cucuta,,Cucuta,7.8939,-72.5078,1,UNOCHA,Other,"Around 21 September 2022 (as reported), in Cucuta - Central East (Norte de Santander), a cattle farmer, who was also a businessman, was shot and killed by unidentified armed individuals in the Parques Residenciales private apartment complex. The motive of the attack is unknown but the area is known for the presence of armed groups. 1 fatality.",1,1664823226,COL
9506741,170,COL17675,17675,21 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Lawyers (Colombia),7,37,South America,Colombia,Amazonas,Leticia,,Leticia,-4.213,-69.9394,1,UNOCHA,Other,"Around 21 September 2022 (as reported), in Leticia (Amazonas), a well-known lawyer of the city was shot and killed by unidentified armed individuals. There are no details about the motive of the attack. 1 fatality.",1,1664823226,COL
9506767,170,COL17651,17651,21 September 2022,2022,2,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Indigenous Group (Colombia),7,37,South America,Colombia,Choco,Alto Baudo,,Alto Baudo,5.516,-76.9744,2,UNOCHA,Other,"Around 21 September 2022 (as reported), in Alto Baudo municipality (Choco), two indigenous men were abducted by members of an unidentified armed group for five days. The victims were released and then had to flee their homes.",0,1664823226,COL
9498580,170,COL17609,17609,20 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Labour Group (Colombia),7,37,South America,Colombia,Antioquia,Betulia,,Betulia,6.1134,-75.9845,2,El Colombiano,Subnational,"On 20 September 2022, between Betulia and Concordia municipalities (coded to Betulia, Antioquia), unidentified armed individuals opened fire on a truck in the Majagual sector. The truck driver was injured in the attack. According to drivers, the attack is related to restriction of mobility measures implemented by armed groups. There is presence of the Gulf Clan in the area according to the source. There were no fatalities.",0,1664226314,COL
9498586,170,COL17610,17610,20 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Labour Group (Colombia),7,37,South America,Colombia,Antioquia,Venecia,,Bolombolo,5.9705,-75.838,2,El Colombiano,Subnational,"On 20 September 2022, between Bolombolo corregimiento and Concordia municipality (coded to Bolombolo, Antioquia), unidentified armed individuals intercepted a truck driver in the Primavera sector. When the driver attempted to escape the suspects opened fire on the vehicle making it crash. The man was injured on his shoulder. According to drivers, the attack is related to restriction of mobility measures implemented by armed groups. There is presence of the Gulf Clan in the area according to the source. There were no fatalities.",0,1664226314,COL
9498634,170,COL17611,17611,20 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Cauca,Caldono,,Caldono,2.7981,-76.4844,2,El Tiempo (Colombia),National,"Around 20 September 2022 (as reported), in Caldono municipality (Cauca), unidentified armed individuals arrived at a party and opened fire, leaving three people injured. There are no details about the motive of the attack but there is presence of several armed groups in the area, according to the source. There were no fatalities.",0,1664226314,COL
9498641,170,COL17614,17614,20 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Labour Group (Colombia); Unidentified Communal Group (Colombia); JAC: Council of Communal Action,7,37,South America,Colombia,Risaralda,Pereira,,Pereira,4.8057,-75.7171,1,El Tiempo (Colombia),National,"On 20 September 2022, in Pereira (Risaralda), a unionized social leader at the governor's office, who is also president of a Council of Communal Action (JAC) of the Cachipay neighborhood, was shot and injured by unknown perpetrators. The motive is unknown but the leader had received threats in the past. There were no fatalities.",0,1664226314,COL
9498799,170,COL17613,17613,20 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Venezuela),,7,37,South America,Colombia,Norte de Santander,Cucuta,,Cucuta,7.8939,-72.5078,1,La Opinion (Colombia),Subnational,"On 20 September 2022, in Cucuta - North (Norte de Santander), unidentified armed individuals shot and killed a man (assumed Venezuelan) in the San Gerardo neighborhood. The victim was brought from Venezuela to be killed in Cucuta. The motive is unknown but there is presence of the ELN in the area, according to the source. 1 fatality.",1,1664226314,COL
9498458,170,COL17607,17607,19 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Meta,Puerto Lleras,,Puerto Lleras,3.2697,-73.3756,2,INDEPAZ; El Espectador; El Tiempo (Colombia); UNOCHA,Other-National,"Around 19 September 2022 (as reported), in the rural area of Puerto Lleras municipality (Meta), four men were killed and their bodies were found with signs of torture in El Caribe vereda. A pamphlet was found next to the bodies saying that the victims were killed for being lazy and wanting to make easy money. There is presence of the Gulf Clan and FARC Dissident groups in the area, according to the source. 4 fatalities.",4,1664226314,COL
9498459,170,COL17608,17608,19 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Nasa Indigenous Group (Colombia); Unidentified Communal Group (Colombia); Teachers (Colombia),7,37,South America,Colombia,Valle del Cauca,Florida,,Florida,3.3239,-76.2345,2,INDEPAZ; W Radio,Other-National,"Around 19 September 2022 (as reported), between Miranda (Cauca) and Florida (Valle del Cauca) municipalities (coded to Florida, Valle del Cauca), a Nasa Indigenous social leader, who was also a teacher, was shot and wounded on his shoulder by unidentified armed individuals. The social leader was taken to a hospital. The victim had received threats in the past. There were no fatalities.",0,1664226314,COL
9498638,170,COL17605,17605,19 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Teachers (Colombia),7,37,South America,Colombia,Cauca,El Tambo,,Uribe,2.5529,-76.8539,2,El Tiempo (Colombia),National,"On 19 September 2022, around Uribe corregimiento (Cauca), a teacher was shot dead by unidentified armed individuals in the Altamira sector when he was going to his place of work. The motive of the attack is unknown. 1 fatality.",1,1664226314,COL
9498928,170,COL17606,17606,19 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Afro-Colombian Ethnic Group (Colombia),7,37,South America,Colombia,Choco,Quibdo,,Quibdo,5.6922,-76.658,1,UNOCHA,Other,"Around 19 September 2022 (as reported), in Quibdo (Choco), an Afro-Colombian man was shot dead by unidentified armed individuals in the Minuto de Dios neighborhood. The motive of the attack is unknown but the area is known for the presence of armed groups. 1 fatality.",1,1664226315,COL
9498647,170,COL17604,17604,18 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Former Government of Colombia (2022-),7,37,South America,Colombia,Sucre,San Juan de Betulia,,Albania,9.2407,-75.2276,2,El Universal (Colombia),National,"On 18 September 2022, in the rural area of Albania corregimiento (Sucre), two unidentified armed individuals opened fire on the former mayor of Betulia municipality when he was leaving his farm in his car. The victim was unharmed. Authorities believe that the attack is related to extortions since the politician had received extortion related threats in the past. There were no casualties.",0,1664226314,COL
9498926,170,COL17603,17603,18 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Women (Colombia),7,37,South America,Colombia,Antioquia,Apartado,,Apartado,7.8834,-76.626,1,UNOCHA,Other,"Around 18 September 2022 (as reported), in Apartado (Antioquia), a woman was shot dead by three unidentified armed individuals outside her house in La Paz neighborhood. There are no details about the motive of the attack but there is presence of the Gulf Clan in the area. 1 fatality.",1,1664226315,COL
9506344,170,COL17612,17612,17 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Cauca,Villa Rica,,Villa Rica,3.1748,-76.4619,2,UNOCHA; El Tiempo (Colombia),Other-National,"On 17 September 2022, in the rural area of Villa Rica municipality (Cauca), unidentified armed individuals shot at two men who were riding on a motorcycle in Los Chorros vereda. One man was killed and the other was injured. There are no details about the motive of the attack but there is presence of several armed groups in the area, according to the source. 1 fatality.",1,1664823225,COL
9498932,170,COL17602,17602,16 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Cauca,Timbio,,Timbio,2.35,-76.6842,2,UNOCHA,Other,"Around 16 September 2022 (as reported), in Timbio municipality (Cauca), two men were shot dead and their bodies were found between the Alto San Jose and Bella Vista sectors. A pamphlet was found next to the bodies which said that the victims were killed for stealing vehicles. The area is known for the presence of armed groups. 2 fatalities.",2,1664226315,COL
9488650,170,COL17573,17573,15 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Farmers (Colombia),7,37,South America,Colombia,Atlantico,Malambo,,Malambo,10.8563,-74.7742,1,El Tiempo (Colombia); El Espectador,National,"On 15 September 2022, in Malambo (Atlantico), a former candidate to the municipality's council, who was also a farmer, was shot and killed by two unidentified armed men on a motorcycle (drive-by shooting) when he was taking his daughters to school in the Juan 23 neighborhood. The is no information about the motive. 1 fatality.",1,1663612763,COL
9488836,170,COL17579,17579,15 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Indigenous Group (Colombia); Unidentified Communal Group (Colombia),7,37,South America,Colombia,Cauca,Caldono,,Caldono,2.7981,-76.4844,2,El Tiempo (Colombia),National,"On 15 September 2022, near Caldono municipality (Cauca), unidentified armed individuals shot and injured an Indigenous social leader. The perpetrators also set fire to the victim's motorcycle. The social leader was taken to a hospital. The motive of the attack is unknown, but the area is known for the presence of armed groups. There were no fatalities.",0,1663612764,COL
9489106,170,COL17578,17578,15 September 2022,2022,2,Violence against civilians,Attack,FARC Dissident: Revolutionary Armed Forces of Colombia Dissident Faction,,2,Civilians (Colombia),,7,27,South America,Colombia,Caqueta,San Vicente del Caguan,,San Vicente Del Caguan,2.1198,-74.7673,2,UNOCHA,Other,"Around 15 September 2022 (as reported), in San Vicente del Caguan municipality (Caqueta), a man was shot dead and his body was found next to a pamphlet signed by a FARC Dissident group. The motive is unclear. 1 fatality.",1,1663612765,COL
9498454,170,COL17577,17577,15 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Unidentified Communal Group (Colombia); JAC: Council of Communal Action,7,37,South America,Colombia,Caqueta,El Paujil,,El Paujil,1.5704,-75.3261,1,INDEPAZ; El Espectador,Other-National,"On 15 September 2022, in El Paujil (Caqueta), a social leader, who was also the vice-president of the Council of Communal Action of the Bolivar inspection, was shot and killed by unidentified armed individuals inside his home. The motive is unknown but there is presence of armed groups in the area, according to the source. 1 fatality.",1,1664226314,COL
9498637,170,COL17586,17586,15 September 2022,2022,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Labour Group (Colombia),7,37,South America,Colombia,Norte de Santander,Convencion,,Convencion,8.4704,-73.3372,1,El Tiempo (Colombia),National,"On 15 September 2022, in Convencion (Norte de Santander), a merchant was abducted by unidentified armed individuals while he was working at his store in La Cadena sector. The kidnappers took the victim in a car and escaped towards the rural area. The victim was released by his kidnappers on 19 September. There is presence of several armed groups in the area according to the source.",0,1664226314,COL
9506772,170,COL17674,17674,15 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Valle del Cauca,Cartago,,Cartago,4.7588,-75.9423,1,UNOCHA,Other,"On 15 September 2022, in Cartago (Valle del Cauca), a man was shot and killed by unidentified armed individuals near the sports center. The motive of the attack is unknown but the area is known for the presence of armed groups. 1 fatality.",1,1664823226,COL
9488786,170,COL17566,17566,14 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Embera Indigenous Group (Colombia); Labour Group (Colombia),7,37,South America,Colombia,Antioquia,Jardin,,Jardin,5.5975,-75.819,2,El Colombiano,Subnational,"On 14 September 2022, in Jardin municipality (Antioquia), an Embera Indigenous man was shot and killed by two unidentified armed individuals on a motorcycle (drive-by shooting) when he was working at a commercial establishment inside an indigenous reserve in El Ceibo sector. The motive of the attack is unknown. 1 fatality.",1,1663612764,COL
9488960,170,COL17570,17570,14 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Unidentified Communal Group (Colombia),7,37,South America,Colombia,Norte de Santander,El Carmen,,El Carmen,8.5106,-73.4467,2,La Opinion (Colombia),Subnational,"On 14 September 2022, between El Carmen and Ocana municipalities (coded to El Carmen, Norte de Santander), unidentified armed individuals opened fire at a social leader, who was riding in his car alongside a group of people, from a taxi (drive-by shooting). There were no casualties.",0,1663612764,COL
9498797,170,COL17601,17601,14 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Norte de Santander,Cucuta,,San Faustino,8.0625,-72.4053,2,La Opinion (Colombia),Subnational,"Around 14 September 2022 (as reported), between Cucuta municipality and San Faustino corregimiento (coded to Sa Faustino, Norte de Santander), a man was shot dead and his body was found in El Porvenir vereda. The motives of the attack are unknown but there is presence of armed groups in the area, according to the source. 1 fatality.",1,1664226314,COL
9498930,170,COL17600,17600,14 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Farmers (Colombia),7,37,South America,Colombia,Cauca,El Tambo,,El Tambo,2.4511,-76.8118,2,UNOCHA,Other,"Around 14 September 2022 (as reported), in the rural area of El Tambo municipality (Cauca), a farmer was shot dead by unknown perpetrators in La Cuchilla corregimiento. The motive of the attack is unknown but the area is known for the presence of armed groups. 1 fatality.",1,1664226315,COL
9506763,170,COL17673,17673,14 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Valle del Cauca,Cartago,,Cartago,4.7588,-75.9423,1,UNOCHA,Other,"Around 14 September 2022 (as reported), in Cartago (Valle del Cauca), four unidentified armed individuals on motorcycles (drive-by shooting) opened fire on a group of people gathered in La Primavera sector. One person was killed and three were injured. The motive of the attack is unknown but the area is known for the presence of armed groups. 1 fatality.",1,1664823226,COL
9488961,170,COL17563,17563,13 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Venezuela),,7,37,South America,Colombia,Norte de Santander,Villa del Rosario,,La Parada,7.8194,-72.4543,1,La Opinion (Colombia),Subnational,"On 13 September 2022, in La Parada (Norte de Santander), four unidentified armed individuals shot and killed a Venezuelan man next to the border with Venezuela in Los Mangos sector. The victim worked smuggling migrants into Colombia and had been abducted by the perpetrators ten days before being killed. The motive is not clear but there is presence of the ELN and the Tren de Aragua criminal group in the area, according to the source. 1 fatality.",1,1663612764,COL
9489098,170,COL17555,17555,12 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Cauca,Santander de Quilichao,,Santander De Quilichao,3.0161,-76.4854,2,UNOCHA,Other,"Around 12 September 2022 (as reported), in the rural area of Santander de Quilichao municipality (Cauca), a person was shot and killed and their body was found inside a bad in the Nuevo Mexico sector near the Dominguillo vereda. There are no details about the motive or perpetrators but the area is known for the presence of armed groups. 1 fatality.",1,1663612765,COL
9489102,170,COL17559,17559,12 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Farmers (Colombia),7,37,South America,Colombia,Meta,Cumaral,,Cumaral,4.2694,-73.4881,2,UNOCHA,Other,"Around 12 September 2022 (as reported), in Cumaral municipality (Meta), a cattle farmer was shot dead by unknown perpetrators. Authorities believe that the attack could be related to extortion but the motive is still under investigation. The area is known for the presence of armed groups. 1 fatality.",1,1663612765,COL
9489108,170,COL17554,17554,12 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,South America,Colombia,Cauca,Caloto,,Caloto,3.0341,-76.4085,2,UNOCHA,Other,"Around 12 September 2022 (as reported), in the rural area of Caloto municipality (Cauca), a man was shot dead and his body was found in the Huasimo sector. There are no details about the motive or perpetrators but the area is known for the presence of armed groups. 1 fatality.",1,1663612765,COL
9488936,170,COL17547,17547,11 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Unidentified Communal Group (Colombia); Guardia Campesina (Colombia); Farmers (Colombia),7,37,South America,Colombia,Arauca,Fortul,,Fortul,6.7971,-71.7686,1,INDEPAZ,Other,"On 11 September 2022, in Fortul (Arauca), a farmer social leader, who was also a member of the Guardia Campesina, was shot dead by unidentified perpetrators. There are no details about the motive of the attack but there is presence of the ELN and FARC Dissident groups in the area, according to the source. 1 fatality.",1,1663612764,COL
9489103,170,COL17549,17549,11 September 2022,2022,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Women (Colombia),7,37,South America,Colombia,Meta,Granada,,Granada,3.5467,-73.7057,2,UNOCHA,Other,"Around 11 September 2022 (as reported), in the rural area of Granada municipality (Meta), a woman was killed and her body was found in the San Ignacio vereda. There are no details about the motives or perpetrators of the attack but the area is known for the presence of armed groups. 1 fatality.",1,1663612765,COL
9489104,170,COL17550,17550,11 September 2022,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Labour Group (Colombia),7,37,South America,Colombia,Meta,Uribe,,Uribe,3.2397,-74.3515,1,UNOCHA,Other,"On 11 September 2022, in Uribe (Meta), a man was shot and killed by unknown perpetrators outside the nightclub where he worked at as a DJ in La Julia sector. There is no information about the motive of the attack but the area is known for the presence of armed groups. 1 fatality",1,1663612765,COL
