poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
81230,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,New Mexico,10/19/22,10/21/22,,"",,163951,1077,lv,,lv,,10/24/22 20:37,"",https://www.thetrafalgargroup.org/news/nm-gov-1024/,"",false,REP,8974,2022,Governor,0,,11/8/22,general,false,false,DEM,Lujan Grisham,28785,Michelle Lujan Grisham,45.5
81230,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,New Mexico,10/19/22,10/21/22,,"",,163951,1077,lv,,lv,,10/24/22 20:37,"",https://www.thetrafalgargroup.org/news/nm-gov-1024/,"",false,REP,8974,2022,Governor,0,,11/8/22,general,false,false,REP,Ronchetti,28786,Mark V. Ronchetti,46.6
81230,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,New Mexico,10/19/22,10/21/22,,"",,163951,1077,lv,,lv,,10/24/22 20:37,"",https://www.thetrafalgargroup.org/news/nm-gov-1024/,"",false,REP,8974,2022,Governor,0,,11/8/22,general,false,false,LIB,Bedonie,29765,Karen Bedonie,3.9
81209,1250,Trafalgar Group,1857,Michigan News Source,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Michigan,10/18/22,10/21/22,,"",,163896,1079,lv,,lv,,10/24/22 09:12,"",https://www.thetrafalgargroup.org/news/mi-gov-1023/,"",false,REP,8969,2022,Governor,0,,11/8/22,general,false,false,DEM,Whitmer,18853,Gretchen Whitmer,48.4
81209,1250,Trafalgar Group,1857,Michigan News Source,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Michigan,10/18/22,10/21/22,,"",,163896,1079,lv,,lv,,10/24/22 09:12,"",https://www.thetrafalgargroup.org/news/mi-gov-1023/,"",false,REP,8969,2022,Governor,0,,11/8/22,general,false,false,REP,Dixon,28659,Tudor M. Dixon,47.9
81209,1250,Trafalgar Group,1857,Michigan News Source,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Michigan,10/18/22,10/21/22,,"",,163896,1079,lv,,lv,,10/24/22 09:12,"",https://www.thetrafalgargroup.org/news/mi-gov-1023/,"",false,REP,8969,2022,Governor,0,,11/8/22,general,false,false,LIB,Buzuma,30569,Mary Buzuma,1.5
81195,1347,Cygnal Political,"","",Cygnal,67,Cygnal,B+,IVR/Online/Text,Michigan,10/17/22,10/21/22,,"",,163841,1904,lv,,lv,TRUE,10/22/22 11:15,"",https://www.cygn.al/cygnal-momentum-tracking-poll-michigan-statewide-10-22-22/,"",false,,8969,2022,Governor,0,,11/8/22,general,false,false,DEM,Whitmer,18853,Gretchen Whitmer,49.8
81195,1347,Cygnal Political,"","",Cygnal,67,Cygnal,B+,IVR/Online/Text,Michigan,10/17/22,10/21/22,,"",,163841,1904,lv,,lv,TRUE,10/22/22 11:15,"",https://www.cygn.al/cygnal-momentum-tracking-poll-michigan-statewide-10-22-22/,"",false,,8969,2022,Governor,0,,11/8/22,general,false,false,REP,Dixon,28659,Tudor M. Dixon,43.5
81203,235,InsiderAdvantage,1457,Center for American Greatness,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Nevada,10/20/22,10/20/22,,"",,163874,550,lv,,lv,,10/23/22 11:06,"",https://amgreatness.com/2022/10/23/poll-republicans-lexalt-and-lombardo-leading-democrats-in-nevada-senate-and-gubernatorial-races/,"",false,,8972,2022,Governor,0,,11/8/22,general,false,false,DEM,Sisolak,28669,Steve Sisolak,42.8
81203,235,InsiderAdvantage,1457,Center for American Greatness,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Nevada,10/20/22,10/20/22,,"",,163874,550,lv,,lv,,10/23/22 11:06,"",https://amgreatness.com/2022/10/23/poll-republicans-lexalt-and-lombardo-leading-democrats-in-nevada-senate-and-gubernatorial-races/,"",false,,8972,2022,Governor,0,,11/8/22,general,false,false,REP,Lombardo,28671,Joe Lombardo,48.5
81203,235,InsiderAdvantage,1457,Center for American Greatness,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Nevada,10/20/22,10/20/22,,"",,163874,550,lv,,lv,,10/23/22 11:06,"",https://amgreatness.com/2022/10/23/poll-republicans-lexalt-and-lombardo-leading-democrats-in-nevada-senate-and-gubernatorial-races/,"",false,,8972,2022,Governor,0,,11/8/22,general,false,false,LIB,Davis,30134,Brandon Davis,4.1
81225,399,Rasmussen (Pulse Opinion Research),"","",Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,B,IVR/Online,Pennsylvania,10/19/22,10/20/22,,"",,163944,971,lv,,lv,,10/24/22 16:47,"",https://www.rasmussenreports.com/public_content/politics/elections/election_2022/democrats_lead_in_pennsylvania_governor_senate_races,"",false,,8979,2022,Governor,0,,11/8/22,general,false,false,DEM,Shapiro,29888,Josh Shapiro,43.0
81225,399,Rasmussen (Pulse Opinion Research),"","",Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,B,IVR/Online,Pennsylvania,10/19/22,10/20/22,,"",,163944,971,lv,,lv,,10/24/22 16:47,"",https://www.rasmussenreports.com/public_content/politics/elections/election_2022/democrats_lead_in_pennsylvania_governor_senate_races,"",false,,8979,2022,Governor,0,,11/8/22,general,false,false,REP,Mastriano,30156,Douglas V. Mastriano,40.0
81182,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,B/C,Online,Pennsylvania,10/18/22,10/20/22,,"",,163820,500,rv,,rv,,10/21/22 12:32,"",https://twitter.com/EchelonInsights/status/1583491930729877505,"",false,,8979,2022,Governor,0,,11/8/22,general,false,false,DEM,Shapiro,29888,Josh Shapiro,50.0
81182,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,B/C,Online,Pennsylvania,10/18/22,10/20/22,,"",,163820,500,rv,,rv,,10/21/22 12:32,"",https://twitter.com/EchelonInsights/status/1583491930729877505,"",false,,8979,2022,Governor,0,,11/8/22,general,false,false,REP,Mastriano,30156,Douglas V. Mastriano,38.0
81182,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,B/C,Online,Pennsylvania,10/18/22,10/20/22,,"",,163820,500,rv,,rv,,10/21/22 12:32,"",https://twitter.com/EchelonInsights/status/1583491930729877505,"",false,,8979,2022,Governor,0,,11/8/22,general,false,false,GRE,DiGiulio,29885,Christina P.K. DiGiulio,1.0
81182,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,B/C,Online,Pennsylvania,10/18/22,10/20/22,,"",,163820,500,rv,,rv,,10/21/22 12:32,"",https://twitter.com/EchelonInsights/status/1583491930729877505,"",false,,8979,2022,Governor,0,,11/8/22,general,false,false,LIB,Hackenburg,29886,Matt Hackenburg,1.0
81182,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,B/C,Online,Pennsylvania,10/18/22,10/20/22,,"",,163820,500,rv,,rv,,10/21/22 12:32,"",https://twitter.com/EchelonInsights/status/1583491930729877505,"",false,,8979,2022,Governor,0,,11/8/22,general,false,false,OTH,Soloski,29887,Joe Soloski,1.0
81208,1205,Marist,"","",Marist College,183,Marist College,A,Live Phone/Online/Text,Ohio,10/17/22,10/20/22,,"",,163895,1141,rv,,rv,,10/24/22 09:12,"",https://maristpoll.marist.edu/polls/the-2022-elections-in-ohio-2/,"",false,,8976,2022,Governor,0,,11/8/22,general,false,false,DEM,Whaley,28603,Nan Whaley,40.0
81208,1205,Marist,"","",Marist College,183,Marist College,A,Live Phone/Online/Text,Ohio,10/17/22,10/20/22,,"",,163895,1141,rv,,rv,,10/24/22 09:12,"",https://maristpoll.marist.edu/polls/the-2022-elections-in-ohio-2/,"",false,,8976,2022,Governor,0,,11/8/22,general,false,false,REP,DeWine,28604,Mike DeWine,53.0
81173,1347,Cygnal Political,"","",Cygnal,67,Cygnal,B+,IVR/Online/Text,Ohio,10/16/22,10/20/22,,"",,163786,1540,lv,,lv,TRUE,10/21/22 10:43,"",https://www.cygn.al/cygnal-momentum-tracking-poll-ohio-statewide-10-21-22/,"",false,,8976,2022,Governor,0,,11/8/22,general,false,false,DEM,Whaley,28603,Nan Whaley,37.0
81173,1347,Cygnal Political,"","",Cygnal,67,Cygnal,B+,IVR/Online/Text,Ohio,10/16/22,10/20/22,,"",,163786,1540,lv,,lv,TRUE,10/21/22 10:43,"",https://www.cygn.al/cygnal-momentum-tracking-poll-ohio-statewide-10-21-22/,"",false,,8976,2022,Governor,0,,11/8/22,general,false,false,REP,DeWine,28604,Mike DeWine,54.9
81206,1687,Bold Decision,"","",Bold Decision,686,Bold Decision,,Online,New York,10/16/22,10/20/22,,"",,163879,1204,lv,,lv,,10/23/22 20:24,"",https://www.bold-decision.com/nygovpoll,"",false,,8975,2022,Governor,0,,11/8/22,general,false,false,DEM,Hochul,28809,Kathy C. Hochul,52.0
81206,1687,Bold Decision,"","",Bold Decision,686,Bold Decision,,Online,New York,10/16/22,10/20/22,,"",,163879,1204,lv,,lv,,10/23/22 20:24,"",https://www.bold-decision.com/nygovpoll,"",false,,8975,2022,Governor,0,,11/8/22,general,false,false,REP,Zeldin,28810,Lee M. Zeldin,37.0
81152,235,InsiderAdvantage,566,Fox 29 Philadelphia WTXF,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Pennsylvania,10/19/22,10/19/22,,"",,163719,550,lv,,lv,,10/20/22 13:45,"",https://www.fox29.com/election/insideradvantage-fox-29-poll-fetterman-oz-neck-and-neck-as-shapiros-lead-narrows,"",false,,8979,2022,Governor,0,,11/8/22,general,false,false,DEM,Shapiro,29888,Josh Shapiro,48.5
81152,235,InsiderAdvantage,566,Fox 29 Philadelphia WTXF,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Pennsylvania,10/19/22,10/19/22,,"",,163719,550,lv,,lv,,10/20/22 13:45,"",https://www.fox29.com/election/insideradvantage-fox-29-poll-fetterman-oz-neck-and-neck-as-shapiros-lead-narrows,"",false,,8979,2022,Governor,0,,11/8/22,general,false,false,REP,Mastriano,30156,Douglas V. Mastriano,42.2
81152,235,InsiderAdvantage,566,Fox 29 Philadelphia WTXF,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Pennsylvania,10/19/22,10/19/22,,"",,163719,550,lv,,lv,,10/20/22 13:45,"",https://www.fox29.com/election/insideradvantage-fox-29-poll-fetterman-oz-neck-and-neck-as-shapiros-lead-narrows,"",false,,8979,2022,Governor,0,,11/8/22,general,false,false,LIB,Hackenburg,29886,Matt Hackenburg,2.2
81174,317,Mitchell,801,MIRS News Service,Mitchell Research & Communications,213,Mitchell Research & Communications,C-,IVR,Michigan,10/19/22,10/19/22,,"",,163787,541,lv,,lv,,10/21/22 10:45,"",https://www.nationalreview.com/corner/republicans-close-gap-in-michigan-and-minnesota-governor-races-polls-say/,"",false,,8969,2022,Governor,0,,11/8/22,general,false,false,DEM,Whitmer,18853,Gretchen Whitmer,49.0
81174,317,Mitchell,801,MIRS News Service,Mitchell Research & Communications,213,Mitchell Research & Communications,C-,IVR,Michigan,10/19/22,10/19/22,,"",,163787,541,lv,,lv,,10/21/22 10:45,"",https://www.nationalreview.com/corner/republicans-close-gap-in-michigan-and-minnesota-governor-races-polls-say/,"",false,,8969,2022,Governor,0,,11/8/22,general,false,false,REP,Dixon,28659,Tudor M. Dixon,47.0
81184,1497,co/efficient,"","",co/efficient,514,co/efficient,B/C,IVR/Text,New York,10/18/22,10/19/22,,"",,163822,1056,lv,,lv,,10/21/22 13:40,"",https://coefficient.org/nygov1021/,"",false,,8975,2022,Governor,0,,11/8/22,general,false,false,DEM,Hochul,28809,Kathy C. Hochul,45.0
81184,1497,co/efficient,"","",co/efficient,514,co/efficient,B/C,IVR/Text,New York,10/18/22,10/19/22,,"",,163822,1056,lv,,lv,,10/21/22 13:40,"",https://coefficient.org/nygov1021/,"",false,,8975,2022,Governor,0,,11/8/22,general,false,false,REP,Zeldin,28810,Lee M. Zeldin,46.0
81231,1102,Emerson College Polling Society,43,7News,Emerson College,88,Emerson College,A-,IVR/Online/Text,New Hampshire,10/18/22,10/19/22,,"",,163955,727,lv,,lv,,10/24/22 21:05,"",https://emersoncollegepolling.com/bolduc-gains-on-hassan-in-us-senate-election/,"",false,,8973,2022,Governor,0,,11/8/22,general,false,false,DEM,Sherman,29590,Tom Sherman,40.9
81231,1102,Emerson College Polling Society,43,7News,Emerson College,88,Emerson College,A-,IVR/Online/Text,New Hampshire,10/18/22,10/19/22,,"",,163955,727,lv,,lv,,10/24/22 21:05,"",https://emersoncollegepolling.com/bolduc-gains-on-hassan-in-us-senate-election/,"",false,,8973,2022,Governor,0,,11/8/22,general,false,false,REP,Sununu,28913,Chris Sununu,53.8
81231,1102,Emerson College Polling Society,43,7News,Emerson College,88,Emerson College,A-,IVR/Online/Text,New Hampshire,10/18/22,10/19/22,,"",,163955,727,lv,,lv,,10/24/22 21:05,"",https://emersoncollegepolling.com/bolduc-gains-on-hassan-in-us-senate-election/,"",false,,8973,2022,Governor,0,,11/8/22,general,false,false,LIB,Halldorson,30773,Kelly Halldorson,1.4
81231,1102,Emerson College Polling Society,43,7News,Emerson College,88,Emerson College,A-,IVR/Online/Text,New Hampshire,10/18/22,10/19/22,,"",,163955,727,lv,,lv,,10/24/22 21:05,"",https://emersoncollegepolling.com/bolduc-gains-on-hassan-in-us-senate-election/,"",false,,8973,2022,Governor,0,,11/8/22,general,false,false,LIB,Borysenko,30524,Karlyn Borysenko,0.4
81162,1250,Trafalgar Group,1885,Alpha News,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Minnesota,10/17/22,10/19/22,,"",,163736,1091,lv,,lv,,10/20/22 21:40,"",https://alphanews.org/exclusive-jensen-takes-lead-in-minnesota-governors-race/,"",false,REP,8970,2022,Governor,0,,11/8/22,general,false,false,DEM,Walz,28733,Tim Walz,45.8
81162,1250,Trafalgar Group,1885,Alpha News,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Minnesota,10/17/22,10/19/22,,"",,163736,1091,lv,,lv,,10/20/22 21:40,"",https://alphanews.org/exclusive-jensen-takes-lead-in-minnesota-governors-race/,"",false,REP,8970,2022,Governor,0,,11/8/22,general,false,false,REP,Jensen,28736,Scott Jensen,46.3
81162,1250,Trafalgar Group,1885,Alpha News,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Minnesota,10/17/22,10/19/22,,"",,163736,1091,lv,,lv,,10/20/22 21:40,"",https://alphanews.org/exclusive-jensen-takes-lead-in-minnesota-governors-race/,"",false,REP,8970,2022,Governor,0,,11/8/22,general,false,false,IDP,McTavish,30279,Hugh McTavish,1.4
81162,1250,Trafalgar Group,1885,Alpha News,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Minnesota,10/17/22,10/19/22,,"",,163736,1091,lv,,lv,,10/20/22 21:40,"",https://alphanews.org/exclusive-jensen-takes-lead-in-minnesota-governors-race/,"",false,REP,8970,2022,Governor,0,,11/8/22,general,false,false,OTH,McCaskel,30501,James McCaskel,1.2
81162,1250,Trafalgar Group,1885,Alpha News,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Minnesota,10/17/22,10/19/22,,"",,163736,1091,lv,,lv,,10/20/22 21:40,"",https://alphanews.org/exclusive-jensen-takes-lead-in-minnesota-governors-race/,"",false,REP,8970,2022,Governor,0,,11/8/22,general,false,false,OTH,Patterson,30500,Steve Patterson,0.9
81162,1250,Trafalgar Group,1885,Alpha News,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Minnesota,10/17/22,10/19/22,,"",,163736,1091,lv,,lv,,10/20/22 21:40,"",https://alphanews.org/exclusive-jensen-takes-lead-in-minnesota-governors-race/,"",false,REP,8970,2022,Governor,0,,11/8/22,general,false,false,SWP,Prosser,30499,Gabrielle M. Prosser,0.4
81169,147,Fabrizio,"","","Fabrizio, Lee & Associates",90,"Fabrizio, Lee & Associates",B/C,Live Phone/Online,New Hampshire,10/17/22,10/19/22,18228,Donald C. Bolduc,REP,163764,600,lv,,lv,,10/21/22 09:53,"",https://twitter.com/WMUR9/status/1583435213396668416,"",false,REP,8973,2022,Governor,0,,11/8/22,general,false,false,DEM,Sherman,29590,Tom Sherman,40.0
81169,147,Fabrizio,"","","Fabrizio, Lee & Associates",90,"Fabrizio, Lee & Associates",B/C,Live Phone/Online,New Hampshire,10/17/22,10/19/22,18228,Donald C. Bolduc,REP,163764,600,lv,,lv,,10/21/22 09:53,"",https://twitter.com/WMUR9/status/1583435213396668416,"",false,REP,8973,2022,Governor,0,,11/8/22,general,false,false,REP,Sununu,28913,Chris Sununu,57.0
81210,1102,Emerson College Polling Society,960,The Hill,Emerson College,88,Emerson College,A-,IVR/Online/Text,Texas,10/17/22,10/19/22,,"",,163897,1000,lv,,lv,,10/24/22 09:12,"",https://emersoncollegepolling.com/texas-2022-abbott-holds-ten-point-lead-for-governor-majority-of-voters-support-migrant-busing/,"",false,,8984,2022,Governor,0,,11/8/22,general,false,false,DEM,O'Rourke,28252,Beto O'Rourke,42.1
81210,1102,Emerson College Polling Society,960,The Hill,Emerson College,88,Emerson College,A-,IVR/Online/Text,Texas,10/17/22,10/19/22,,"",,163897,1000,lv,,lv,,10/24/22 09:12,"",https://emersoncollegepolling.com/texas-2022-abbott-holds-ten-point-lead-for-governor-majority-of-voters-support-migrant-busing/,"",false,,8984,2022,Governor,0,,11/8/22,general,false,false,REP,Abbott,19215,Greg Abbott,51.8
81210,1102,Emerson College Polling Society,960,The Hill,Emerson College,88,Emerson College,A-,IVR/Online/Text,Texas,10/17/22,10/19/22,,"",,163897,1000,lv,,lv,,10/24/22 09:12,"",https://emersoncollegepolling.com/texas-2022-abbott-holds-ten-point-lead-for-governor-majority-of-voters-support-migrant-busing/,"",false,,8984,2022,Governor,0,,11/8/22,general,false,false,LIB,Tippetts,28797,Mark Tippetts,1.3
81210,1102,Emerson College Polling Society,960,The Hill,Emerson College,88,Emerson College,A-,IVR/Online/Text,Texas,10/17/22,10/19/22,,"",,163897,1000,lv,,lv,,10/24/22 09:12,"",https://emersoncollegepolling.com/texas-2022-abbott-holds-ten-point-lead-for-governor-majority-of-voters-support-migrant-busing/,"",false,,8984,2022,Governor,0,,11/8/22,general,false,false,GRE,Barrios,28696,Delilah Barrios,0.1
81213,438,Siena,979,Spectrum News,Siena College,305,Siena College,A,Live Phone,Texas,10/16/22,10/19/22,,"",,163907,649,lv,,lv,,10/24/22 10:13,"",https://scri.siena.edu/2022/10/24/spectrum-news-siena-poll-texas-likely-voters/,"",false,,8984,2022,Governor,0,,11/8/22,general,false,false,DEM,O'Rourke,28252,Beto O'Rourke,43.0
81213,438,Siena,979,Spectrum News,Siena College,305,Siena College,A,Live Phone,Texas,10/16/22,10/19/22,,"",,163907,649,lv,,lv,,10/24/22 10:13,"",https://scri.siena.edu/2022/10/24/spectrum-news-siena-poll-texas-likely-voters/,"",false,,8984,2022,Governor,0,,11/8/22,general,false,false,REP,Abbott,19215,Greg Abbott,52.0
81151,1347,Cygnal Political,"","",Cygnal,67,Cygnal,B+,IVR/Online/Text,Michigan,10/15/22,10/19/22,,"",,163714,1793,lv,,lv,TRUE,10/20/22 11:21,"",https://www.cygn.al/cygnal-momentum-tracking-poll-michigan-statewide-10-20-22/,"",false,,8969,2022,Governor,0,,11/8/22,general,false,false,DEM,Whitmer,18853,Gretchen Whitmer,49.4
81151,1347,Cygnal Political,"","",Cygnal,67,Cygnal,B+,IVR/Online/Text,Michigan,10/15/22,10/19/22,,"",,163714,1793,lv,,lv,TRUE,10/20/22 11:21,"",https://www.cygn.al/cygnal-momentum-tracking-poll-michigan-statewide-10-20-22/,"",false,,8969,2022,Governor,0,,11/8/22,general,false,false,REP,Dixon,28659,Tudor M. Dixon,43.6
81161,468,Tarrance,27,NRSC,Tarrance Group,333,Tarrance Group,B+,,Iowa,10/15/22,10/19/22,,"",,163734,600,lv,,lv,,10/20/22 18:17,"",https://www.nrsc.org/wp-content/uploads/2022/10/17529-release-v4.pdf,"",true,REP,8964,2022,Governor,0,,11/8/22,general,false,false,DEM,DeJear,28830,Deidre DeJear,39.0
81161,468,Tarrance,27,NRSC,Tarrance Group,333,Tarrance Group,B+,,Iowa,10/15/22,10/19/22,,"",,163734,600,lv,,lv,,10/20/22 18:17,"",https://www.nrsc.org/wp-content/uploads/2022/10/17529-release-v4.pdf,"",true,REP,8964,2022,Governor,0,,11/8/22,general,false,false,REP,Reynolds,28831,Kim Reynolds,56.0
81205,1523,Beacon Research,1214,Democratic Policy Institute,Beacon Research,545,Beacon Research,B/C,Live Phone/Text,Texas,10/15/22,10/19/22,,"",,163878,1264,rv,,rv,,10/23/22 20:10,"",https://www.kxan.com/news/texas-politics/outlier-poll-shows-closer-race-between-orourke-and-abbott/amp/,"",false,DEM,8984,2022,Governor,0,,11/8/22,general,false,false,DEM,O'Rourke,28252,Beto O'Rourke,45.0
81205,1523,Beacon Research,1214,Democratic Policy Institute,Beacon Research,545,Beacon Research,B/C,Live Phone/Text,Texas,10/15/22,10/19/22,,"",,163878,1264,rv,,rv,,10/23/22 20:10,"",https://www.kxan.com/news/texas-politics/outlier-poll-shows-closer-race-between-orourke-and-abbott/amp/,"",false,DEM,8984,2022,Governor,0,,11/8/22,general,false,false,REP,Abbott,19215,Greg Abbott,48.0
81146,568,YouGov,133,CBS News,YouGov,391,YouGov,B+,Online,Nevada,10/14/22,10/19/22,,"",,163693,1057,lv,,lv,,10/20/22 09:34,"",https://www.cbsnews.com/news/nevada-senate-poll-cortez-masto-laxalt/,"",false,,8972,2022,Governor,0,,11/8/22,general,false,false,DEM,Sisolak,28669,Steve Sisolak,48.0
81146,568,YouGov,133,CBS News,YouGov,391,YouGov,B+,Online,Nevada,10/14/22,10/19/22,,"",,163693,1057,lv,,lv,,10/20/22 09:34,"",https://www.cbsnews.com/news/nevada-senate-poll-cortez-masto-laxalt/,"",false,,8972,2022,Governor,0,,11/8/22,general,false,false,REP,Lombardo,28671,Joe Lombardo,48.0
81211,438,Siena,979,Spectrum News,Siena College,305,Siena College,A,Live Phone,Ohio,10/14/22,10/19/22,,"",,163898,644,lv,,lv,,10/24/22 09:12,"",https://myemail.constantcontact.com/Spectrum-News-Siena-Poll-of-Ohio-Likely-Voters.html?soid=1121049327817&aid=atx1ramlYQo,"",false,,8976,2022,Governor,0,,11/8/22,general,false,false,DEM,Whaley,28603,Nan Whaley,34.0
81211,438,Siena,979,Spectrum News,Siena College,305,Siena College,A,Live Phone,Ohio,10/14/22,10/19/22,,"",,163898,644,lv,,lv,,10/24/22 09:12,"",https://myemail.constantcontact.com/Spectrum-News-Siena-Poll-of-Ohio-Likely-Voters.html?soid=1121049327817&aid=atx1ramlYQo,"",false,,8976,2022,Governor,0,,11/8/22,general,false,false,REP,DeWine,28604,Mike DeWine,58.0
